X,Y,Movie
174.6375,506.8875,mid_3
224.771484375,517.591796875,mid_3
126.96793002915452,515.5102040816327,mid_3
381.18013856812934,520.8475750577368,mid_3
167.8259109311741,525.2267206477733,mid_3
326.44849785407723,531.0987124463519,mid_3
245.85172981878088,552.0313014827018,mid_3
111.606,551.962,mid_3
185.62845849802372,549.5177865612649,mid_3
215.45631067961165,551.7742718446602,mid_3
135.58797327394208,561.7527839643652,mid_3
366.34335839599,563.2681704260651,mid_3
194.28046421663444,567.5261121856867,mid_3
286.1789264413519,575.2644135188867,mid_3
252.73740053050398,576.0053050397878,mid_3
159.61702127659575,581.5195035460993,mid_3
113.24048096192385,588.4569138276553,mid_3
328.9054054054054,592.5990990990991,mid_3
223.30645161290323,595.8870967741935,mid_3
148.6530612244898,597.795918367347,mid_3
